EmployeeID,DepartmentID,DepartmentName,RoleName,AnnualSalary,HireDate
564,1,Sales,Manager,59571.91515860383,2022-06-06
565,4,Human Resources,Manager,63049.0,2022-05-19
566,5,Operations,Executive,108747.97320453949,2022-06-14
567,5,Operations,Manager,50415.0,2022-10-26
568,4,Human Resources,Associate,40801.0,2022-05-02
569,5,Operations,Manager,74107.0,2021-10-17
570,1,Sales,Executive,71421.0,2022-07-01
571,5,Operations,Associate,40375.0,2022-09-25
572,5,Operations,Associate,43054.0,2021-12-18
574,2,Marketing,Associate,40050.0,2022-05-19
575,4,Human Resources,Associate,37876.0,2022-01-05
576,5,Operations,Associate,47837.0,2022-02-04
577,5,Operations,Executive,83248.0,2021-11-05
578,2,Marketing,Associate,48465.0,2021-09-24
579,2,Marketing,Manager,59607.0,2022-09-07
580,3,Finance,Associate,40223.0,2022-07-23
581,2,Marketing,Associate,50765.0,2022-04-21
582,5,Operations,Associate,48198.0,2021-11-29
583,3,Finance,Executive,103887.56450456612,2022-10-06
584,3,Finance,Manager,54710.0,2022-05-14
585,2,Marketing,Executive,75415.0,2022-05-25
586,4,Human Resources,Executive,71118.0,2022-01-29
587,5,Operations,Executive,68637.0,2022-06-09
588,1,Sales,Executive,116485.21429852198,2022-11-22
589,4,Human Resources,Associate,41496.0,2022-06-19
590,1,Sales,Manager,70551.0,2022-11-06
591,4,Human Resources,Executive,499603.0,2022-02-05
592,5,Operations,Associate,35373.0,2022-06-13
593,4,Human Resources,Executive,63617.0,2022-07-16
594,3,Finance,Associate,38860.0,2022-03-08
595,4,Human Resources,Executive,74710.0,2021-09-20
596,4,Human Resources,Manager,61857.0,2022-08-05
597,1,Sales,Executive,85931.0,2022-06-14
598,3,Finance,Executive,79230.0,2022-11-19
599,4,Human Resources,Associate,37404.0,2021-10-03
600,1,Sales,Associate,40925.0,2022-04-21
601,2,Marketing,Associate,40535.0,2022-06-15
602,5,Operations,Executive,83175.0,2022-12-11
603,5,Operations,Associate,46796.0,2022-06-22
604,3,Finance,Associate,39408.0,2022-02-11
605,3,Finance,Associate,34891.0,2022-11-12
606,1,Sales,Associate,39384.0,2022-12-01
607,4,Human Resources,Associate,39589.53218248652,2022-02-18
608,3,Finance,Associate,41156.18296487692,2021-09-11
609,2,Marketing,Manager,69452.0,2022-06-13
610,1,Sales,Executive,76363.0,2022-03-25
611,3,Finance,Manager,48291.0,2022-03-22
612,3,Finance,Executive,70463.0,2022-10-10
613,2,Marketing,Associate,40911.0,2022-03-13
614,4,Human Resources,Manager,61053.0,2022-05-01
615,5,Operations,Executive,82138.0,2021-11-02
616,1,Sales,Executive,71915.0,2022-11-12
617,4,Human Resources,Executive,82545.0,2022-11-19
618,3,Finance,Executive,103887.56450456612,2022-07-28
619,3,Finance,Associate,39100.0,2022-10-19
620,4,Human Resources,Associate,39589.53218248652,2021-08-17
621,2,Marketing,Associate,42046.0,2021-11-21
622,1,Sales,Manager,60831.0,2022-12-07
623,3,Finance,Manager,62040.0,2021-10-13
624,4,Human Resources,Executive,77709.0,2022-02-22
625,2,Marketing,Manager,55348.0,2022-08-18
626,1,Sales,Associate,44623.0,2022-01-02
627,1,Sales,Manager,57373.0,2022-09-16
628,3,Finance,Associate,42442.0,2021-09-04
629,2,Marketing,Associate,39605.0,2022-07-16
630,3,Finance,Executive,103887.56450456612,2022-04-04
631,3,Finance,Executive,82699.0,2022-03-29
632,4,Human Resources,Executive,83743.0,2022-02-07
633,4,Human Resources,Executive,489063.0,2022-07-26
634,1,Sales,Executive,85460.0,2022-03-02
635,1,Sales,Manager,69218.0,2022-03-09
636,5,Operations,Manager,58707.0,2021-09-20
637,1,Sales,Associate,40409.06051381489,2022-02-09
638,4,Human Resources,Associate,34336.0,2022-03-24
639,5,Operations,Executive,108747.97320453949,2022-02-15
641,2,Marketing,Executive,108332.7343298129,2022-01-02
642,3,Finance,Executive,79364.0,2022-06-14
643,4,Human Resources,Manager,67700.0,2022-10-31
644,1,Sales,Executive,79829.0,2021-09-18
645,1,Sales,Associate,39758.0,2022-06-11
646,3,Finance,Associate,45274.0,2021-09-04
647,2,Marketing,Associate,44418.0,2021-11-08
648,3,Finance,Associate,42760.0,2021-10-20
649,4,Human Resources,Executive,73482.0,2021-12-21
650,4,Human Resources,Associate,47813.0,2021-10-05
651,2,Marketing,Associate,36573.0,2021-09-07
652,3,Finance,Associate,49833.0,2022-02-17
654,5,Operations,Manager,59326.31530065456,2022-06-23
655,1,Sales,Manager,54554.0,2022-03-13
656,1,Sales,Associate,34265.0,2021-07-27
657,3,Finance,Associate,37289.0,2021-10-11
658,1,Sales,Executive,504299.0,2022-02-23
659,3,Finance,Associate,41260.0,2021-11-14
660,5,Operations,Manager,55458.0,2022-11-11
661,1,Sales,Associate,38330.0,2021-09-04
662,3,Finance,Associate,46489.0,2022-03-06
663,3,Finance,Executive,77561.0,2021-12-09
664,4,Human Resources,Associate,45853.0,2022-04-10
665,1,Sales,Associate,40409.06051381489,2021-11-29
666,5,Operations,Associate,38744.0,2022-10-25
667,4,Human Resources,Associate,34028.0,2022-05-27
668,5,Operations,Executive,78182.0,2022-12-31
670,2,Marketing,Manager,60516.6848681298,2022-12-03
671,1,Sales,Associate,41944.0,2022-07-03
672,1,Sales,Executive,83240.0,2021-09-15
673,3,Finance,Associate,37320.0,2022-03-06
674,2,Marketing,Executive,87718.0,2022-12-07
675,3,Finance,Associate,38960.0,2022-02-04
676,1,Sales,Manager,54321.0,2022-12-07
677,5,Operations,Executive,108747.97320453949,2022-01-06
678,5,Operations,Associate,39446.0,2021-09-12
679,3,Finance,Manager,58008.88696278488,2022-01-20
680,5,Operations,Manager,59326.31530065456,2022-06-23
681,2,Marketing,Executive,507545.0,2021-10-06
682,3,Finance,Executive,103887.56450456612,2021-07-12
683,1,Sales,Manager,66056.0,2022-04-24
684,1,Sales,Manager,67972.0,2021-08-28
685,2,Marketing,Executive,108332.7343298129,2022-10-16
686,1,Sales,Executive,499558.0,2022-02-03
687,3,Finance,Executive,99414.0,2022-08-22
688,1,Sales,Associate,42862.0,2022-08-23
689,3,Finance,Associate,31655.0,2021-08-06
690,3,Finance,Associate,50118.0,2022-02-14
691,4,Human Resources,Manager,57177.0,2022-11-17
692,2,Marketing,Executive,84253.0,2021-10-14
693,5,Operations,Executive,81800.0,2021-12-18
694,1,Sales,Manager,60600.0,2022-04-24
695,4,Human Resources,Associate,42673.0,2022-04-21
696,3,Finance,Associate,35300.0,2022-06-03
697,3,Finance,Associate,40732.0,2022-06-23
698,1,Sales,Associate,44281.0,2022-03-24
699,5,Operations,Associate,36190.0,2022-12-20
700,5,Operations,Associate,41067.0,2022-06-22
701,3,Finance,Associate,41156.18296487692,2021-09-13
702,3,Finance,Associate,40645.0,2021-06-26
703,2,Marketing,Manager,63437.0,2021-12-16
704,1,Sales,Manager,54980.0,2021-11-06
705,4,Human Resources,Associate,41042.0,2021-11-28
706,4,Human Resources,Manager,53716.0,2022-03-20
707,5,Operations,Manager,59326.31530065456,2021-10-26
709,1,Sales,Manager,59571.91515860383,2021-11-14
710,5,Operations,Associate,47513.0,2022-04-21
711,4,Human Resources,Associate,37863.0,2021-10-05
712,5,Operations,Associate,47714.0,2022-04-21
713,2,Marketing,Manager,57336.0,2022-07-14
714,4,Human Resources,Manager,47373.0,2022-01-05
715,5,Operations,Executive,501270.0,2021-10-03
716,2,Marketing,Manager,66786.0,2021-12-13
717,2,Marketing,Manager,59609.0,2022-09-25
718,1,Sales,Executive,116485.21429852198,2022-07-23
719,5,Operations,Executive,79665.0,2022-02-23
720,4,Human Resources,Associate,42125.0,2021-10-22
721,5,Operations,Associate,40366.80635538272,2021-10-02
722,5,Operations,Manager,68146.0,2022-07-05
723,4,Human Resources,Executive,77031.0,2022-03-03
724,1,Sales,Manager,59571.91515860383,2021-06-15
725,4,Human Resources,Executive,121462.44142024846,2022-06-14
726,4,Human Resources,Manager,52725.0,2022-01-19
727,1,Sales,Associate,30616.0,2021-06-18
728,1,Sales,Manager,63733.0,2022-03-16
729,2,Marketing,Associate,40901.0,2022-06-17
730,3,Finance,Executive,103887.56450456612,2021-08-01
731,1,Sales,Manager,62501.0,2021-09-08
732,3,Finance,Executive,92885.0,2022-10-30
733,1,Sales,Executive,116485.21429852198,2021-07-08
734,1,Sales,Executive,80982.0,2022-10-14
735,2,Marketing,Associate,34526.0,2021-07-24
736,3,Finance,Manager,58008.88696278488,2022-01-03
737,3,Finance,Associate,41512.0,2022-05-12
738,5,Operations,Executive,90186.0,2022-06-13
739,1,Sales,Associate,44807.0,2021-08-29
740,4,Human Resources,Associate,35077.0,2022-10-07
741,5,Operations,Executive,65634.0,2022-03-24
742,3,Finance,Associate,41348.0,2022-01-23
743,3,Finance,Manager,62038.0,2021-05-15
744,5,Operations,Manager,54950.0,2021-09-06
745,5,Operations,Executive,90481.0,2022-09-12
747,2,Marketing,Associate,40275.0,2022-10-06
748,5,Operations,Manager,66013.0,2022-06-20
749,5,Operations,Manager,67917.0,2022-05-10
750,2,Marketing,Manager,54340.0,2022-02-01
751,2,Marketing,Manager,63716.0,2022-10-12
752,4,Human Resources,Associate,49271.0,2021-05-25
753,2,Marketing,Executive,82235.0,2021-05-10
754,2,Marketing,Associate,36131.0,2022-10-08
755,4,Human Resources,Manager,60657.0,2022-03-14
756,2,Marketing,Executive,71863.0,2022-08-16
757,2,Marketing,Associate,39737.42929100642,2022-01-24
758,2,Marketing,Associate,39737.42929100642,2021-06-25
759,1,Sales,Executive,88985.0,2022-06-09
760,5,Operations,Associate,29510.0,2021-07-14
761,4,Human Resources,Executive,78813.0,2022-01-25
762,5,Operations,Associate,41606.0,2021-11-10
763,2,Marketing,Associate,36028.0,2022-11-10
764,2,Marketing,Manager,59211.0,2022-01-09
765,1,Sales,Manager,59288.0,2022-12-11
766,5,Operations,Executive,77876.0,2022-05-04
767,2,Marketing,Manager,62643.0,2022-01-02
768,4,Human Resources,Executive,84016.0,2022-05-02
769,1,Sales,Executive,519222.0,2022-01-15
770,1,Sales,Executive,86537.0,2022-08-02
771,1,Sales,Executive,91615.0,2022-01-04
772,5,Operations,Executive,63495.0,2021-06-03
773,1,Sales,Associate,39881.0,2021-05-01
774,4,Human Resources,Associate,39589.53218248652,2022-04-21
775,4,Human Resources,Associate,46871.0,2021-07-02
776,2,Marketing,Executive,83140.0,2021-11-21
777,1,Sales,Executive,64949.0,2021-04-16
778,3,Finance,Associate,46768.0,2022-04-21
779,2,Marketing,Associate,37407.0,2021-06-12
780,4,Human Resources,Manager,66675.0,2021-12-15
781,1,Sales,Executive,72816.0,2022-02-13
782,2,Marketing,Executive,74469.0,2022-01-25
783,5,Operations,Associate,45268.0,2022-04-21
784,3,Finance,Executive,103887.56450456612,2022-02-09
785,1,Sales,Manager,53146.0,2022-07-17
786,2,Marketing,Executive,80891.0,2021-06-09
787,2,Marketing,Executive,57833.0,2021-09-24
788,2,Marketing,Associate,41796.0,2022-07-28
790,3,Finance,Manager,58165.0,2021-04-14
791,3,Finance,Executive,80648.0,2022-07-28
792,5,Operations,Associate,51120.0,2022-04-21
793,3,Finance,Manager,51003.0,2022-06-23
794,3,Finance,Manager,57224.0,2022-04-18
795,2,Marketing,Manager,52421.0,2021-07-17
796,4,Human Resources,Manager,54201.0,2021-05-26
797,3,Finance,Executive,74042.0,2021-06-09
798,1,Sales,Executive,74537.0,2022-11-02
799,3,Finance,Manager,58008.88696278488,2021-07-03
800,1,Sales,Associate,39032.0,2021-05-02
801,4,Human Resources,Executive,508019.0,2021-09-24
802,1,Sales,Executive,73043.0,2021-05-27
803,2,Marketing,Executive,73884.0,2022-10-31
804,2,Marketing,Manager,71291.0,2022-11-17
805,4,Human Resources,Executive,69509.0,2021-12-14
806,3,Finance,Executive,103887.56450456612,2021-12-20
807,3,Finance,Executive,74032.0,2022-11-28
808,4,Human Resources,Associate,38832.0,2021-08-25
809,4,Human Resources,Associate,36814.0,2022-06-18
810,4,Human Resources,Executive,79414.0,2022-02-20
811,5,Operations,Associate,49788.0,2021-11-23
812,3,Finance,Associate,39273.0,2021-07-15
813,5,Operations,Executive,83056.0,2022-07-18
814,3,Finance,Manager,60603.0,2022-03-07
816,5,Operations,Manager,53402.0,2021-11-16
817,2,Marketing,Executive,489918.0,2022-11-09
818,3,Finance,Manager,52722.0,2022-03-14
819,3,Finance,Executive,103887.56450456612,2022-12-05
820,1,Sales,Associate,33676.0,2021-07-11
821,4,Human Resources,Executive,505733.0,2022-09-11
822,5,Operations,Executive,108747.97320453949,2022-02-20
823,3,Finance,Manager,64291.0,2022-02-12
824,1,Sales,Executive,89055.0,2022-01-30
825,1,Sales,Manager,59282.0,2021-05-15
826,3,Finance,Associate,45146.0,2021-10-05
827,3,Finance,Executive,71066.0,2022-08-01
828,4,Human Resources,Manager,66700.0,2021-10-29
829,3,Finance,Executive,77899.0,2021-08-11
830,4,Human Resources,Executive,73945.0,2021-11-19
831,4,Human Resources,Manager,59758.390308591675,2021-11-25
832,1,Sales,Manager,67880.0,2022-02-25
833,1,Sales,Manager,58707.0,2022-10-06
834,5,Operations,Associate,46377.0,2021-07-19
835,5,Operations,Associate,40049.0,2022-05-19
836,1,Sales,Associate,42183.0,2022-04-21
837,4,Human Resources,Associate,40827.0,2022-04-21
838,1,Sales,Manager,59571.91515860383,2021-07-21
839,4,Human Resources,Associate,37779.0,2022-06-03
840,1,Sales,Associate,44127.0,2021-12-14
841,3,Finance,Executive,71021.0,2021-10-01
842,3,Finance,Associate,47021.0,2022-12-18
843,4,Human Resources,Manager,69118.0,2021-08-17
844,3,Finance,Manager,59943.0,2022-03-02
845,3,Finance,Associate,45959.0,2021-08-25
846,4,Human Resources,Manager,59758.390308591675,2022-06-23
847,2,Marketing,Manager,66813.0,2022-01-08
848,4,Human Resources,Associate,35557.0,2022-09-10
849,5,Operations,Manager,52380.0,2022-09-26
850,5,Operations,Manager,45877.0,2022-11-08
851,2,Marketing,Associate,41915.0,2022-03-06
852,5,Operations,Manager,43459.0,2022-08-12
853,5,Operations,Executive,75484.0,2021-02-19
854,5,Operations,Manager,65532.0,2021-12-03
855,4,Human Resources,Associate,35366.0,2021-04-13
856,5,Operations,Executive,83204.0,2022-10-07
857,5,Operations,Associate,39890.0,2021-07-06
858,4,Human Resources,Manager,62848.0,2022-02-10
859,2,Marketing,Manager,48585.0,2021-02-07
860,5,Operations,Executive,108747.97320453949,2021-04-16
861,2,Marketing,Associate,43970.0,2022-04-21
863,2,Marketing,Executive,88103.0,2022-06-14
864,1,Sales,Associate,50599.0,2021-06-21
865,3,Finance,Executive,66203.0,2021-07-13
866,5,Operations,Associate,32290.0,2022-01-12
867,1,Sales,Executive,81452.0,2022-03-25
868,3,Finance,Associate,43358.0,2021-02-01
869,2,Marketing,Associate,39737.42929100642,2022-03-04
870,2,Marketing,Manager,60516.6848681298,2021-03-01
871,1,Sales,Executive,75346.0,2022-08-15
872,3,Finance,Manager,58008.88696278488,2022-05-27
873,3,Finance,Executive,103887.56450456612,2021-12-03
874,3,Finance,Associate,41156.18296487692,2022-11-26
875,3,Finance,Manager,60631.0,2022-12-20
876,3,Finance,Manager,55859.0,2021-09-29
877,2,Marketing,Associate,30723.0,2022-04-11
878,5,Operations,Manager,70524.0,2021-07-04
879,4,Human Resources,Executive,80550.0,2021-03-21
880,4,Human Resources,Associate,45489.0,2022-09-01
881,3,Finance,Executive,502322.0,2022-10-19
882,5,Operations,Associate,40366.80635538272,2022-04-04
883,1,Sales,Executive,116485.21429852198,2021-09-09
884,4,Human Resources,Associate,31802.0,2022-07-07
885,3,Finance,Associate,41156.18296487692,2021-06-21
886,1,Sales,Manager,69109.0,2022-04-04
887,4,Human Resources,Manager,56467.0,2021-09-08
888,3,Finance,Executive,103887.56450456612,2021-07-08
889,5,Operations,Manager,65786.0,2021-12-23
890,1,Sales,Manager,71631.0,2021-04-18
891,1,Sales,Executive,81220.0,2021-03-02
893,2,Marketing,Associate,40449.0,2022-01-23
894,4,Human Resources,Associate,42250.0,2022-12-06
895,4,Human Resources,Manager,49946.0,2022-06-23
896,5,Operations,Associate,38521.0,2022-03-14
897,5,Operations,Manager,66756.0,2022-03-18
898,1,Sales,Associate,39576.0,2021-07-06
899,3,Finance,Manager,63344.0,2021-03-05
900,5,Operations,Associate,39773.0,2021-05-04
901,1,Sales,Associate,40409.06051381489,2021-11-06
902,3,Finance,Associate,45210.0,2021-09-18
903,2,Marketing,Executive,80576.0,2021-08-02
904,1,Sales,Manager,55035.0,2021-10-07
905,3,Finance,Associate,38654.0,2021-11-13
906,5,Operations,Associate,46221.0,2022-11-17
907,3,Finance,Associate,41723.0,2022-11-11
908,1,Sales,Executive,512376.0,2021-04-02
909,4,Human Resources,Manager,59758.390308591675,2022-11-05
910,1,Sales,Manager,60183.0,2021-01-28
911,5,Operations,Executive,83770.0,2022-10-23
912,4,Human Resources,Associate,38742.0,2022-12-17
913,2,Marketing,Executive,91623.0,2022-01-15
914,5,Operations,Executive,79398.0,2022-10-10
915,3,Finance,Manager,58008.88696278488,2022-04-01
916,1,Sales,Manager,69319.0,2022-10-21
917,2,Marketing,Manager,60516.6848681298,2022-06-23
918,2,Marketing,Executive,83567.0,2021-10-12
919,1,Sales,Executive,71602.0,2021-05-06
920,5,Operations,Manager,35732.0,2022-12-24
921,5,Operations,Executive,76372.0,2022-02-09
922,5,Operations,Manager,61333.0,2022-07-26
923,2,Marketing,Executive,79593.0,2021-07-22
924,2,Marketing,Executive,67708.0,2021-10-09
925,1,Sales,Associate,42573.0,2022-07-24
926,2,Marketing,Manager,59071.0,2021-06-09
927,5,Operations,Associate,43567.0,2021-08-27
928,3,Finance,Associate,29102.0,2021-04-02
929,5,Operations,Associate,43989.0,2021-01-09
930,3,Finance,Associate,29444.0,2022-10-08
931,5,Operations,Executive,108747.97320453949,2022-08-13
932,1,Sales,Executive,72514.0,2022-08-30
933,4,Human Resources,Manager,54273.0,2022-11-15
934,1,Sales,Associate,32317.0,2022-09-27
935,5,Operations,Associate,35895.0,2021-01-15
936,1,Sales,Executive,91864.0,2021-05-15
937,2,Marketing,Executive,108332.7343298129,2022-03-18
938,2,Marketing,Associate,41006.0,2021-11-15
939,5,Operations,Manager,62981.0,2022-06-23
940,3,Finance,Associate,39797.0,2021-07-18
941,4,Human Resources,Manager,45642.0,2020-12-08
942,5,Operations,Associate,38113.0,2021-07-27
943,5,Operations,Executive,108747.97320453949,2022-03-23
944,5,Operations,Manager,56998.0,2021-09-02
945,2,Marketing,Associate,39737.42929100642,2022-01-14
946,4,Human Resources,Executive,81497.0,2021-10-22
947,5,Operations,Associate,40461.0,2022-04-21
948,1,Sales,Manager,60533.0,2021-01-18
949,3,Finance,Associate,38023.0,2022-07-04
950,4,Human Resources,Executive,69482.0,2020-12-16
951,4,Human Resources,Executive,121462.44142024846,2022-06-14
952,5,Operations,Executive,81174.0,2020-12-21
953,5,Operations,Associate,29698.0,2020-11-26
954,3,Finance,Manager,35501.0,2022-04-22
955,4,Human Resources,Associate,31012.0,2022-04-21
956,2,Marketing,Manager,60322.0,2021-12-10
957,5,Operations,Manager,59459.0,2021-09-03
958,1,Sales,Executive,87510.0,2022-05-13
959,5,Operations,Executive,79334.0,2022-09-02
960,5,Operations,Associate,35409.0,2022-07-15
961,1,Sales,Associate,46681.0,2022-09-14
962,2,Marketing,Associate,44407.0,2021-10-05
963,3,Finance,Manager,53854.0,2022-09-21
964,4,Human Resources,Associate,40049.0,2021-07-04
965,5,Operations,Associate,31289.0,2022-04-21
966,2,Marketing,Associate,35402.0,2022-07-10
967,1,Sales,Executive,83885.0,2022-12-23
968,5,Operations,Associate,35834.0,2021-01-07
969,2,Marketing,Associate,39737.42929100642,2021-07-18
970,5,Operations,Manager,48631.0,2022-07-22
971,3,Finance,Executive,100066.0,2022-06-21
972,3,Finance,Associate,41123.0,2022-08-13
973,4,Human Resources,Associate,33370.0,2022-05-08
974,2,Marketing,Associate,30612.0,2022-07-18
975,1,Sales,Manager,58069.0,2022-04-06
976,2,Marketing,Executive,69726.0,2021-02-06
977,1,Sales,Executive,62474.0,2021-07-28
978,5,Operations,Manager,59326.31530065456,2022-04-22
979,2,Marketing,Manager,59254.0,2021-08-18
980,5,Operations,Executive,89486.0,2022-06-05
981,1,Sales,Manager,59571.91515860383,2022-08-07
982,1,Sales,Executive,69091.0,2020-12-22
983,2,Marketing,Executive,108332.7343298129,2021-06-12
984,4,Human Resources,Manager,55278.0,2022-06-23
985,2,Marketing,Executive,85710.0,2021-11-27
986,2,Marketing,Associate,39737.42929100642,2022-09-15
987,4,Human Resources,Associate,40763.0,2022-11-16
988,1,Sales,Manager,62176.0,2021-12-12
989,2,Marketing,Manager,57890.0,2021-07-12
990,2,Marketing,Associate,33678.0,2021-01-10
991,2,Marketing,Executive,70086.0,2021-12-20
992,1,Sales,Manager,47214.0,2022-08-16
993,4,Human Resources,Associate,38263.0,2020-10-28
994,2,Marketing,Associate,39737.42929100642,2021-05-02
995,3,Finance,Associate,46139.0,2021-12-17
996,2,Marketing,Associate,37725.0,2022-11-26
997,2,Marketing,Manager,49695.0,2021-09-10
998,4,Human Resources,Associate,41911.0,2022-02-26
999,5,Operations,Associate,41374.0,2022-07-28
1000,4,Human Resources,Executive,79653.0,2021-09-23
1001,4,Human Resources,Associate,31016.0,2022-09-01
1002,1,Sales,Executive,80534.0,2022-09-28
1003,5,Operations,Associate,39644.0,2022-02-20
1004,5,Operations,Associate,43771.0,2022-09-26
1005,4,Human Resources,Associate,42807.0,2022-04-17
1006,4,Human Resources,Associate,40140.0,2021-08-07
1007,2,Marketing,Associate,34791.0,2021-04-25
1008,5,Operations,Manager,60861.0,2021-07-01
1009,4,Human Resources,Manager,67072.0,2020-10-10
1010,3,Finance,Associate,45563.0,2021-11-11
1011,1,Sales,Associate,37076.0,2021-11-01
1012,4,Human Resources,Associate,36714.0,2021-06-09
1013,5,Operations,Executive,62702.0,2021-02-10
1014,2,Marketing,Manager,72692.0,2022-12-24
1015,3,Finance,Manager,58008.88696278488,2022-05-21
1016,1,Sales,Associate,40409.06051381489,2022-12-03
1017,1,Sales,Associate,44846.0,2022-06-18
1018,3,Finance,Associate,47695.0,2021-03-30
1019,3,Finance,Associate,43580.0,2021-07-12
1020,4,Human Resources,Associate,44997.0,2022-06-07
1021,5,Operations,Associate,40366.80635538272,2021-01-05
1022,1,Sales,Associate,40409.06051381489,2022-03-10
1023,2,Marketing,Executive,80232.0,2022-07-04
1024,5,Operations,Associate,33432.0,2021-11-16
1025,1,Sales,Executive,78470.0,2022-07-20
1026,1,Sales,Associate,34198.0,2021-04-20
1027,4,Human Resources,Executive,67691.0,2022-05-23
1028,5,Operations,Manager,59326.31530065456,2022-05-29
1030,2,Marketing,Executive,108332.7343298129,2021-07-11
1031,1,Sales,Associate,39817.0,2021-07-04
1032,1,Sales,Associate,35240.0,2021-02-14
1033,3,Finance,Associate,48956.0,2021-02-12
1034,3,Finance,Executive,74488.0,2022-06-14
1035,3,Finance,Associate,40945.0,2022-04-16
1036,5,Operations,Manager,55460.0,2021-09-22
1037,3,Finance,Executive,66185.0,2022-02-23
1038,3,Finance,Associate,43054.0,2022-05-19
1039,4,Human Resources,Manager,54423.0,2022-07-09
1040,5,Operations,Associate,40352.0,2021-03-28
1041,4,Human Resources,Manager,59029.0,2021-11-12
1042,5,Operations,Associate,39041.0,2022-04-21
1043,5,Operations,Manager,59326.31530065456,2021-01-11
1044,4,Human Resources,Manager,70986.0,2022-10-14
1045,2,Marketing,Executive,108332.7343298129,2022-02-27
1046,5,Operations,Manager,51786.0,2021-05-09
1047,3,Finance,Associate,41982.0,2021-01-10
1048,4,Human Resources,Manager,61381.0,2021-06-07
1050,5,Operations,Associate,39660.0,2021-07-04
1051,3,Finance,Associate,48240.0,2022-04-21
1052,3,Finance,Executive,103887.56450456612,2022-06-14
1053,3,Finance,Associate,34241.0,2021-03-01
1054,3,Finance,Associate,42027.0,2021-07-22
1055,2,Marketing,Associate,43621.0,2021-02-27
1056,4,Human Resources,Manager,57773.0,2021-10-20
1057,2,Marketing,Associate,48661.0,2021-06-16
1058,1,Sales,Manager,55692.0,2021-07-04
1059,1,Sales,Executive,116485.21429852198,2021-05-03
1060,4,Human Resources,Associate,31038.0,2022-03-08
1061,1,Sales,Associate,42324.0,2021-12-16
1062,2,Marketing,Executive,100081.0,2022-06-21
1063,5,Operations,Manager,66458.0,2021-05-31
1064,4,Human Resources,Associate,34027.0,2021-01-27
1065,5,Operations,Associate,40523.0,2022-03-29
1066,4,Human Resources,Manager,67258.0,2020-11-08
1067,2,Marketing,Associate,39512.0,2021-11-01
1068,3,Finance,Manager,68082.0,2021-11-17
1069,3,Finance,Associate,41156.18296487692,2022-09-03
1070,1,Sales,Associate,44921.0,2021-05-28
1072,4,Human Resources,Associate,36048.0,2021-04-28
1073,4,Human Resources,Executive,67328.0,2022-06-14
1074,5,Operations,Executive,108747.97320453949,2022-07-15
1075,4,Human Resources,Associate,33386.0,2021-01-26
1076,1,Sales,Associate,35170.0,2022-02-19
1077,5,Operations,Associate,40215.0,2022-04-21
1078,4,Human Resources,Associate,41266.0,2021-09-14
1079,3,Finance,Executive,87431.0,2022-02-25
1080,5,Operations,Executive,80233.0,2022-03-18
1081,2,Marketing,Associate,39859.0,2021-11-07
1082,1,Sales,Associate,40409.06051381489,2020-12-25
1083,1,Sales,Associate,40156.0,2021-08-10
1084,3,Finance,Executive,93817.0,2022-12-14
1085,5,Operations,Manager,73125.0,2022-09-09
1086,2,Marketing,Associate,40884.0,2021-01-02
1087,3,Finance,Manager,58008.88696278488,2022-04-06
1088,2,Marketing,Executive,77152.0,2021-01-30
1089,4,Human Resources,Associate,36070.0,2020-11-08
1090,4,Human Resources,Associate,40757.0,2021-05-14
1091,5,Operations,Executive,78416.0,2020-08-11
1092,3,Finance,Executive,96518.0,2022-01-04
1093,2,Marketing,Manager,62158.0,2022-01-07
1094,3,Finance,Associate,49856.0,2021-01-13
1095,4,Human Resources,Associate,41491.0,2021-12-04
1096,5,Operations,Executive,108747.97320453949,2021-06-29
1097,4,Human Resources,Executive,77401.0,2022-04-19
1098,4,Human Resources,Manager,59758.390308591675,2022-08-25
1099,3,Finance,Executive,62798.0,2022-06-14
1100,5,Operations,Associate,37721.0,2022-11-13
1102,5,Operations,Associate,42655.0,2020-12-21
1103,2,Marketing,Associate,45218.0,2022-11-05
1104,3,Finance,Associate,37481.0,2021-04-17
1105,1,Sales,Executive,74844.0,2020-08-27
1106,1,Sales,Executive,116485.21429852198,2022-01-26
1107,1,Sales,Associate,38489.0,2022-02-28
1108,5,Operations,Executive,82486.0,2020-10-13
1109,1,Sales,Manager,65354.0,2022-01-07
1110,3,Finance,Executive,502195.0,2022-09-01
1111,3,Finance,Associate,45776.0,2021-10-29
1112,5,Operations,Manager,59326.31530065456,2022-12-30
1113,3,Finance,Manager,54834.0,2021-10-25
1114,5,Operations,Manager,64503.0,2022-03-03
1115,4,Human Resources,Associate,45133.0,2021-06-09
1116,3,Finance,Associate,48621.0,2021-12-03
1117,2,Marketing,Executive,77456.0,2020-10-14
1118,1,Sales,Executive,68808.0,2021-06-04
1119,5,Operations,Manager,53680.0,2021-02-18
1120,5,Operations,Manager,63044.0,2021-01-28
1122,4,Human Resources,Manager,60637.0,2021-07-31
1123,4,Human Resources,Associate,36278.0,2022-06-02
1124,1,Sales,Executive,80151.0,2021-05-28
1125,2,Marketing,Manager,74404.0,2020-12-17
1126,2,Marketing,Executive,108332.7343298129,2020-08-17
1127,4,Human Resources,Associate,35299.0,2020-08-18
1128,5,Operations,Manager,75813.0,2022-08-14
1129,4,Human Resources,Associate,42881.0,2021-07-12
1130,3,Finance,Associate,50088.0,2021-05-03
